Email,problem0,problem1,problem2,problem3,problem4,problem5,Score
edwin.skylaa@gmail.com,--------,--------,--------,--------,--------,--------,--------
lisa.andreas@gmail.com,--------,--------,--------,--------,--------,--------,--------
lillie.kristyanna@gmail.com,--------,--------,--------,--------,--------,--------,--------
carol.leonela@outlook.com,--------,--------,--------,--------,--------,--------,--------
demi.marykathleen@gatech.edu,--------,--------,--------,--------,--------,--------,--------
hazel.montene@hotmail.com,--------,--------,--------,--------,--------,--------,--------
michael.braedon@gatech.edu,--------,--------,--------,--------,--------,--------,--------
rodney.ferdinando@icloud.com,--------,--------,--------,--------,--------,--------,--------
brianna.baryn@gmail.com,--------,--------,--------,--------,--------,--------,--------
benson.loetta@gmail.com,--------,--------,--------,--------,--------,--------,--------
catherine.saliya@gmail.com,--------,--------,--------,--------,--------,--------,--------
mary.gizzelle@gatech.edu,--------,--------,--------,--------,--------,--------,--------
lori.sefina@gmail.com,--------,--------,--------,--------,--------,--------,--------
craig.dorsi@gmail.com,--------,--------,--------,--------,--------,--------,--------
alton.reeshemah@gmail.com,--------,--------,--------,--------,--------,--------,--------
richard.revecca@gmail.com,--------,--------,--------,--------,--------,--------,--------
sadie.jaydein@hotmail.com,--------,--------,--------,--------,--------,--------,--------
brandy.neimiah@wp.pl,--------,--------,--------,--------,--------,--------,--------
michael.karryn@gmail.com,--------,--------,--------,--------,--------,--------,--------
louise.warnell@gmail.com,--------,--------,--------,--------,--------,--------,--------
steven.hersel@gmail.com,--------,--------,--------,--------,--------,--------,--------
jeffrey.sarilyn@gatech.edu,--------,--------,--------,--------,--------,--------,--------
terry.rupen@gmail.com,--------,--------,--------,--------,--------,--------,--------
judson.shaemus@gmail.com,--------,--------,--------,--------,--------,--------,--------
hazel.dequinn@gmail.com,--------,--------,--------,--------,--------,--------,--------
hazel.neesa@gmail.com,--------,--------,--------,--------,--------,--------,--------
jacqueline.gerid@gmail.com,--------,--------,--------,--------,--------,--------,--------
nevaeh.macklen@gmail.com,--------,--------,--------,--------,--------,--------,--------
deborah.branen@gmail.com,--------,--------,--------,--------,--------,--------,--------
christina.zubeyr@gmail.com,--------,--------,--------,--------,--------,--------,--------
hope.finlee@gmail.com,--------,--------,--------,--------,--------,--------,--------
nicolas.kamorra@outlook.com,--------,--------,--------,--------,--------,--------,--------
iona.sheylla@gmail.com,--------,--------,--------,--------,--------,--------,--------
margarita.zoli@gmail.com,--------,--------,--------,--------,--------,--------,--------
emeri.eyren@gatech.edu,--------,--------,--------,--------,--------,--------,--------
rick.smitha@gmail.com,--------,--------,--------,--------,--------,--------,--------
marley.caitlyne@gmail.com,--------,--------,--------,--------,--------,--------,--------
maurice.avelynn@hel.fi,--------,--------,--------,--------,--------,--------,--------
steve.eulos@gatech.edu,--------,--------,--------,--------,--------,--------,--------
david.adalbert@yandex.ru,--------,--------,--------,--------,--------,--------,--------
daniel.nathane@yahoo.com,--------,--------,--------,--------,--------,--------,--------
amanpreet.chae@gmail.com,--------,--------,--------,--------,--------,--------,--------
gracin.alexand@gmail.com,--------,--------,--------,--------,--------,--------,--------
bryan.rileyrose@gmail.com,--------,--------,--------,--------,--------,--------,--------
latonya.maiya@gmail.com,--------,--------,--------,--------,--------,--------,--------
diana.britan@me.com,--------,--------,--------,--------,--------,--------,--------
kathy.shatonna@gatech.edu,--------,--------,--------,--------,--------,--------,--------
jennifer.lilyan@rabobank.nl,--------,--------,--------,--------,--------,--------,--------
homer.ornie@gmail.com,--------,--------,--------,--------,--------,--------,--------
jonathan.kynlei@gatech.edu,--------,--------,--------,--------,--------,--------,--------
elizabeth.aaleena@gatech.edu,--------,--------,--------,--------,--------,--------,--------
mckayla.matus@gmail.com,--------,--------,--------,--------,--------,--------,--------
beckett.glendoris@outlook.com,--------,--------,--------,--------,--------,--------,--------
lucas.vyvyan@gmail.com,--------,--------,--------,--------,--------,--------,--------
charles.knia@qq.com,--------,--------,--------,--------,--------,--------,--------
tkeyah.shelley@gmail.com,--------,--------,--------,--------,--------,--------,--------
jennifer.leahgrace@live.co.uk,--------,--------,--------,--------,--------,--------,--------
timothy.jordania@gmail.com,--------,--------,--------,--------,--------,--------,--------
may.azelyn@edna.tech,--------,--------,--------,--------,--------,--------,--------
kimberly.cactus@gmail.com,--------,--------,--------,--------,--------,--------,--------
casey.iara@gmail.com,--------,--------,--------,--------,--------,--------,--------
william.annessia@gmail.com,--------,--------,--------,--------,--------,--------,--------
gloria.mileke@gmail.com,--------,--------,--------,--------,--------,--------,--------
benjamin.leanie@mail.missouri.edu,--------,--------,--------,--------,--------,--------,--------
damon.takesha@stonybrook.edu,--------,--------,--------,--------,--------,--------,--------
mariaisabel.keondria@gatech.edu,--------,--------,--------,--------,--------,--------,--------
john.kathrynanne@gmail.com,--------,--------,--------,--------,--------,--------,--------
raymond.slader@gmail.com,--------,--------,--------,--------,--------,--------,--------
megan.iyali@gmail.com,--------,--------,--------,--------,--------,--------,--------
david.malack@gatech.edu,--------,--------,--------,--------,--------,--------,--------
theresa.jaleea@gmail.com,--------,--------,--------,--------,--------,--------,--------
matthew.stefeni@email.arizona.edu,--------,--------,--------,--------,--------,--------,--------
zenobia.almira@mycit.ie,--------,--------,--------,--------,--------,--------,--------
brady.rhodie@gatech.edu,--------,--------,--------,--------,--------,--------,--------
rosa.wendee@gmail.com,--------,--------,--------,--------,--------,--------,--------
stephen.deaneen@gatech.edu,--------,--------,--------,--------,--------,--------,--------
carol.wally@gmail.com,--------,--------,--------,--------,--------,--------,--------
chana.lestina@gmail.com,--------,--------,--------,--------,--------,--------,--------
george.labrian@gmail.com,--------,--------,--------,--------,--------,--------,--------
ava.jacarla@stonybrook.edu,--------,--------,--------,--------,--------,--------,--------
steve.jlynn@hotmail.com,--------,--------,--------,--------,--------,--------,--------
erica.shemica@hotmail.com,--------,--------,--------,--------,--------,--------,--------
thia.coreyion@live.co.uk,--------,--------,--------,--------,--------,--------,--------
otha.evangelyn@gmail.com,--------,--------,--------,--------,--------,--------,--------
jacob.raekwan@gatech.edu,--------,--------,--------,--------,--------,--------,--------
carrie.mandre@yahoo.com,--------,--------,--------,--------,--------,--------,--------
larry.rosalei@gmail.com,--------,--------,--------,--------,--------,--------,--------
shane.clova@mailinator.com,--------,--------,--------,--------,--------,--------,--------
colton.rashika@gatech.edu,--------,--------,--------,--------,--------,--------,--------
kinslee.qubilah@gmail.com,--------,--------,--------,--------,--------,--------,--------
jessica.ousainou@hotmail.com,--------,--------,--------,--------,--------,--------,--------
aaron.wanika@gmail.com,--------,--------,--------,--------,--------,--------,--------
jesse.aritzi@gmail.com,--------,--------,--------,--------,--------,--------,--------
jessika.cuauhtli@gmail.com,--------,--------,--------,--------,--------,--------,--------
oliver.shareeta@gmail.com,--------,--------,--------,--------,--------,--------,--------
glenn.symphany@gmail.com,--------,--------,--------,--------,--------,--------,--------
noah.camiren@gatech.edu,--------,--------,--------,--------,--------,--------,--------
lissette.daleigh@gmail.com,--------,--------,--------,--------,--------,--------,--------
elizabeth.amdanda@gatech.edu,--------,--------,--------,--------,--------,--------,--------
rochelle.osgood@yahoo.com,--------,--------,--------,--------,--------,--------,--------
dorothy.samentha@gmail.com,--------,--------,--------,--------,--------,--------,--------
kendra.dawnte@gmail.com,--------,--------,--------,--------,--------,--------,--------
brittany.marvel@hotmail.com,--------,--------,--------,--------,--------,--------,--------
adelynn.cecilio@gmail.com,--------,--------,--------,--------,--------,--------,--------
lea.sujin@gatech.edu,--------,--------,--------,--------,--------,--------,--------
james.maeanna@yahoo.com,--------,--------,--------,--------,--------,--------,--------
patrick.airelle@gmail.com,--------,--------,--------,--------,--------,--------,--------
eliyah.raam@gatech.edu,--------,--------,--------,--------,--------,--------,--------
charles.maquisha@gmail.com,--------,--------,--------,--------,--------,--------,--------
braylin.adelynna@gmail.com,--------,--------,--------,--------,--------,--------,--------
dante.natsuyo@gmail.com,--------,--------,--------,--------,--------,--------,--------
betty.keydi@gmail.com,--------,--------,--------,--------,--------,--------,--------
kimberly.nekoda@gmail.com,--------,--------,--------,--------,--------,--------,--------
brooklyn.hermond@gmail.com,--------,--------,--------,--------,--------,--------,--------
tiffany.kelanie@gmail.com,--------,--------,--------,--------,--------,--------,--------
mary.falon@gmail.com,--------,--------,--------,--------,--------,--------,--------
elise.jenesy@gmail.com,--------,--------,--------,--------,--------,--------,--------
summer.dezree@gmail.com,--------,--------,--------,--------,--------,--------,--------
